roi_number,blob_number,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Orientation,ConvexArea,EquivDiameter,Solidity,Extent,Perimeter,ConvexPerimeter,FeretDiameter,BoundingBox_xwidth,BoundingBox_ywidth,shapehist_mean_normEqD,shapehist_mode_normEqD,shapehist_median_normEqD,shapehist_skewness_normEqD,shapehist_kurtosis_normEqD,Biovolume
1006,3,4305,98.08664486,90.50577397,0.3854888191,20.73954173,9134,74.03577676,0.4713159623,0.3483009709,770.132,363.1578583,327.5,120,103,0.7312484412,0.0135069833,0.7268715011,0.05786181948,2.206137319,67736.16406
1006,4,3492,85.12220829,58.24505503,0.7292454863,31.2387984,4603,66.67947578,0.7586356724,0.5288505225,338.073,254.4497399,396.5,93,71,0.6565483459,0.0149971185,0.699097399,-0.1550738051,2.198876761,77586.15625
1006,5,262,19.5738014,18.09998392,0.3806854727,-19.03502606,305,18.26441241,0.8590163934,0.5954545455,65.153,65.04379368,219.5,20,22,3.219674595,0.0547512823,3.572704719,-0.4801257001,1.944396466,390381.3717
1028,1,6058,147.0688599,63.03856034,0.9034787148,1.606140639,9267,87.82531049,0.6537174922,0.4426744611,610.967,385.9139136,188.5,161,85,0.7117598968,0.01138623928,0.6954000572,0.3121222528,2.539517998,137805.7969
1028,2,1705,96.64842112,29.73406679,0.9514989918,22.72196109,2632,46.59263272,0.6477963526,0.3496718622,262.796,223.9171736,277.5,92,53,0.8159254447,0.02146262063,0.7391372564,0.4431736036,2.274444618,21439.34766
1042,1,3414,98.48201042,57.99421385,0.8082195371,5.680826334,5851,65.93056807,0.5834900017,0.4278195489,424.214,297.5345439,126.5,114,70,0.7466909408,0.01516747132,0.7281176118,0.05801317653,2.084043074,68499.17969
1042,2,641,45.96333363,25.85035591,0.8268567698,-64.97991076,1091,28.56827871,0.5875343721,0.4259136213,198.471,126.2816243,165.5,35,43,0.7028834447,0.3227196343,0.704439074,0.1560994296,2.298919111,5255.369141
1101,1,665,45.89533543,33.24383213,0.6894428265,17.36669661,1373,29.09818374,0.4843408594,0.3259803922,214.001,145.0105247,73.5,51,40,0.769951023,0.03436640612,0.7684562023,0.1434255917,2.272808483,4822.280762
1101,2,450,43.25902252,23.30900706,0.8424182513,-8.869926778,871,23.93653682,0.5166475316,0.3448275862,164.537,113.1816434,88.5,45,29,0.7295226042,0.3851661803,0.7296063472,0.2992155528,2.749219709,3146.29248
1150,1,626,47.58456137,21.38474877,0.8933280341,28.74840236,878,28.23203774,0.7129840547,0.3992346939,134.275,125.7255472,107.5,49,32,0.4431167614,0.0500925075,0.4658872505,-0.07357758595,2.118677318,2078.135498
1150,2,258,21.81194992,17.06830737,0.6226242779,-31.54959846,315,18.12445317,0.819047619,0.451048951,73.531,73.93769019,48.5,26,22,1.129800846,0.05517407841,1.061294588,0.2922814048,2.321757132,11893.28439
1160,1,863,38.18281762,29.43529364,0.6369511347,-30.10110548,991,33.14823867,0.8708375378,0.6013937282,121.341,116.866947,195.5,41,35,0.703967397,0.2432182846,0.6108456299,0.593979954,2.464418546,4055.796116
1160,2,558,67.11384617,10.88816893,0.9867522621,6.12207017,639,26.65459934,0.8732394366,0.5636363636,138.227,139.266237,81.5,66,15,0.7913489956,0.03751697736,0.8661466814,-0.3168390926,2.058624824,16801.23751
1182,1,3407,198.5889932,36.46976864,0.9829927324,-11.30131548,6735,65.862942,0.5058648849,0.3213544614,608.96,414.6339818,203.5,186,57,0.9626709792,0.01518304481,0.8338242903,0.6866662361,2.721772555,49960.76172
1182,2,227,47.59330837,20.52672066,0.9022113179,-6.259932858,837,17.00074636,0.2712066906,0.1853061224,191.919,125.0827304,90.5,49,25,1.05059338,0.4742296355,1.001684633,0.4784114545,2.731830263,719.6326904
1182,3,222,27.65265179,15.64867559,0.8244728953,45.22482639,387,16.81247093,0.5736434109,0.4387351779,103.973,76.67447095,122.5,22,23,0.7076799642,0.4795403233,0.6949187835,0.08411377551,2.318928935,1102.816895
1222,1,5766,174.1995005,104.9550035,0.7981197294,-21.6494831,13349,85.68254907,0.4319424676,0.275147929,998.221,450.640609,216.5,169,124,0.218042653,0.01167098798,0.1942439523,0.6324218944,2.827232643,1127.224121
1222,2,278,53.33070602,15.8106748,0.9550437937,-7.260050052,756,18.81384048,0.3677248677,0.2256493506,175.503,125.1980598,72.5,56,22,3.357462944,1.095763949,3.235752163,0.3834055215,2.764521197,79420.00781
1222,3,228,33.30441949,18.83873195,0.8246436322,-77.90334405,568,17.03815178,0.4014084507,0.3144827586,131.877,92.23992245,251.5,25,29,0.8245685487,0.4731885154,0.798294949,0.198356229,2.307445991,976.0615234
1253,1,2121,76.67511293,39.16209333,0.8597271167,-17.8057634,2967,51.96673046,0.7148634985,0.4974202627,260.066,211.2842284,105.5,82,52,0.6923110438,0.01924308093,0.6825192847,0.1474199959,2.345654126,37813.76953
1253,2,190,26.84245276,9.630136813,0.9334278554,-27.92425427,234,15.55363345,0.811965812,0.3991596639,69.743,70.79469718,121.5,28,17,0.773380621,0.06429365866,0.7072302453,0.4541636212,2.469223104,1098.056274
1268,1,2776,118.7816157,54.12689528,0.8901415553,11.17229709,4957,59.45177017,0.5600161388,0.3722177527,476.498,288.0660552,170.5,113,66,0.2137879536,0.1880573086,0.212762557,-0.05456519907,2.189718681,1543.700195
1268,2,273,25.5398553,20.37589511,0.6029118967,51.22521864,458,18.6438836,0.596069869,0.4396135266,114.485,79.26711811,46.5,23,27,2.343672198,0.05363689355,2.189279022,0.4310526745,2.516814927,34911.12109
1276,1,7774,158.7087471,68.80075054,0.9011520245,-24.82715067,10294,99.48951815,0.7551972023,0.4585889571,628.367,419.1673361,185.5,163,104,0.1022315466,0.01421469908,0.1010144165,0.2212372443,2.440042948,1072.338379
1276,2,177,22.18096485,11.2452519,0.8619592407,9.281974683,215,15.01210843,0.823255814,0.5236686391,60.77,60.37065311,57.5,26,13,4.694907984,0.06661289484,4.571120319,0.2778790852,2.432493623,251134.2344
1297,1,8975,211.0587636,129.912832,0.7881140801,77.6817406,22036,106.8986666,0.4072880741,0.2307435212,1176.905,614.1506205,217.5,187,208,0.8184242808,0.01322947804,0.7673097266,0.31233314,2.195490722,252506.9531
1297,2,379,76.5510996,10.31936268,0.9908723396,-11.39345324,760,21.96719799,0.4986842105,0.2732516222,181.076,156.1718955,277.5,73,19,1.139908476,0.04552241941,1.001493227,0.6377240506,2.578448392,1651.952515
1308,1,627,73.58715427,20.31266528,0.9611474471,-37.23520738,1185,28.25457829,0.5291139241,0.239039268,180.035,156.9635545,143.5,61,43,0.9045878672,0.2853434111,0.8024033437,0.4969448923,2.339004523,4122.30127
1308,2,492,25.98555505,24.70206473,0.3103953811,30.10569598,533,25.02866069,0.9230769231,0.7592592593,83.363,85.25711483,95.5,27,24,0.5683827592,0.03995419541,0.6085641737,-0.2339931688,2.095678426,5575.541562
1308,3,385,23.78269919,21.89979777,0.3899667388,-39.20667194,471,22.14039803,0.8174097665,0.5772113943,87.35,82.44365303,118.5,29,23,0.7030607211,0.04516630635,0.7731226308,-0.4121501839,1.964999853,7508.406442
1308,4,277,27.44127695,14.60878073,0.8465147963,-58.12999537,352,18.77997215,0.7869318182,0.5246212121,75.127,73.5628201,133.5,22,24,0.6986444652,0.2662410764,0.607123065,0.5144772611,2.381772052,1083.608521
1308,5,218,36.04756056,9.307143743,0.9660939804,43.94332913,296,16.66031875,0.7364864865,0.2994505495,83.646,79.36348361,126.5,26,28,0.7392032794,0.1342151979,0.7326723937,0.02467665757,2.245171187,1982.909668
1309,1,502,39.56047296,18.03762819,0.8900049963,7.201033791,692,25.28173751,0.725433526,0.5196687371,128.991,107.6773656,61.5,46,21,0.7028844964,0.03955424344,0.6547392303,0.3701393548,2.379619988,4645.871094
1309,2,240,22.43475326,14.38171724,0.7675021469,4.19422649,272,17.48077489,0.8823529412,0.6138107417,62.44,62.79678315,124.5,23,17,0.6297155235,0.05720570205,0.6695755757,-0.1914382137,2.144462313,1796.2056
1314,1,5166,163.515907,62.71438752,0.9235255438,7.585913075,10739,81.10212998,0.4810503771,0.3189282627,906.706,432.8786269,203.5,182,89,0.818359864,0.01233013239,0.7528452101,0.4632072699,2.491572147,89266.97656
1314,2,541,33.53278221,22.50014645,0.7414668055,2.705403298,657,26.24542996,0.8234398782,0.6011111111,102.816,97.16035763,149.5,36,25,0.6388875923,0.1905093576,0.6740909195,-0.1942696477,2.142964736,5830.463867
1343,1,1573,54.9498162,37.99952005,0.722346458,35.33489618,1795,44.7527184,0.8763231198,0.6473251029,166.794,158.4019592,114.5,54,45,0.4206424854,0.2690695674,0.3805218314,0.4276288433,2.358192317,3596.33819
1343,2,487,48.29049292,16.03156197,0.9432858118,28.13993769,716,24.90115777,0.6801675978,0.3831628639,122.855,113.9706069,61.5,41,31,1.16151999,0.04015877532,1.246863687,-0.1912693555,2.098311371,30470.20898
1375,1,6878,141.6521637,83.59541183,0.8072967742,-63.18123006,10883,93.58066888,0.6319948544,0.419339105,730.977,389.5569661,146.5,118,139,0.1775168152,0.08615302545,0.1662346441,0.3491887304,2.354316898,2350.017822
1375,2,383,40.7318436,17.04105446,0.9082758625,-72.3753751,664,22.08281562,0.5768072289,0.4031578947,122.136,103.8735034,112.5,25,38,2.784935107,0.04528408049,2.750798234,0.1529213433,2.399604093,150296.25
1415,1,3502,109.9720958,73.42851359,0.7444292759,-0.759232495,6487,66.77488215,0.5398489286,0.3474206349,652.897,311.1403478,139.5,120,84,0.744255593,0.2699781085,0.7227225642,0.2643457162,2.368753494,46714.84766
1415,2,468,38.38973833,17.80100998,0.8859965234,12.02010048,577,24.41057367,0.8110918544,0.5909090909,94.728,92.81109478,108.5,36,22,0.6598794768,0.05793446649,0.6239733001,0.1928211653,2.323998809,4145.949219
1426,1,630,61.88930671,26.86155454,0.9009004514,-27.71797904,1310,28.32209232,0.4809160305,0.303030303,205.275,151.3360575,87.5,63,33,0.8425393067,0.03530812586,0.8272958356,0.367142901,2.648885038,4779.803711
1426,2,244,36.92426965,16.6200646,0.8929720033,-40.08512243,489,17.62584605,0.4989775051,0.2901307967,105.727,87.47192526,107.5,29,29,0.8003553759,0.4574111067,0.761178092,0.3066246494,2.161226244,1074.828369
1440,1,4043,172.5471649,45.57983298,0.9644792308,29.66997829,8066,71.74752595,0.5012397719,0.2450600073,714.318,390.2444225,260.5,146,113,0.2354105704,0.01393776283,0.2373515482,0.06935561325,2.180600324,4740.176758
1440,2,2886,101.3270008,63.71586269,0.7775555482,77.59806473,5064,60.61822602,0.5699052133,0.4063644044,407.385,289.990458,365.5,67,106,0.1908529832,0.01649668863,0.1986464364,0.01704818899,2.321075854,1602.313843
1440,3,556,48.80699764,17.73278826,0.9316625758,-51.14862216,799,26.60678836,0.6958698373,0.3853083853,129.421,114.4476042,306.5,37,39,0.3606426664,0.05315235883,0.3869550132,-0.3459304481,2.0162592,1345.240234
1440,4,474,32.25470747,21.7723553,0.7378055953,9.664541089,627,24.56655336,0.7559808612,0.5284280936,108.555,99.61091291,175.5,39,23,2.489182708,0.04070575083,2.25761008,0.5781732547,2.59126587,55442.27344
1440,5,270,60.05646808,12.37499625,0.9785401986,-8.00372976,824,18.5411617,0.3276699029,0.2288135593,166.811,132.4476368,317.5,59,20,1.129582863,0.2696702656,1.007571262,0.5334359595,2.393350372,992.3415527
1440,6,237,24.294738,14.0643804,0.8153939713,-16.10298974,312,17.37117647,0.7596153846,0.5163398693,72.976,68.94229662,104.5,27,17,1.098650538,0.05756662489,1.029783092,0.383968445,2.429907898,4598.604492
1440,7,207,19.28592216,14.55618634,0.6560043799,27.82120721,239,16.23454914,0.8661087866,0.6052631579,57.296,58.28903683,377.5,18,19,2.86323265,0.06159702936,2.853478645,0.2019560328,2.369547768,136275.2207
1440,8,188,17.27024832,14.86317655,0.5092422699,-15.87870816,215,15.47155566,0.8744186047,0.5497076023,55.254,56.08993742,122.5,19,18,0.6583966049,0.06463474147,0.7109821562,-0.2633859981,2.04974843,1844.900286
1460,1,446,35.91659861,22.62227192,0.7767122266,37.24561985,612,23.82991475,0.7287581699,0.4645833333,107.174,96.71375267,55.5,32,30,0.6766977032,0.3383250772,0.6766501545,0.06386360893,2.126766147,3569.989502
1460,2,333,29.18269851,21.51492294,0.6756208446,30.14546204,580,20.59098755,0.574137931,0.3978494624,118.827,89.94992107,79.5,31,27,0.6940245376,0.04856493636,0.7071161469,-0.06864624216,2.162544403,2362.720703
1460,3,299,23.04157479,17.39937073,0.6555757602,-28.60154558,356,19.51149979,0.8398876404,0.6294736842,70.743,70.70729023,84.5,25,19,0.6343255639,0.05125182641,0.6741125276,-0.2106767573,2.120729114,2873.77188
1480,1,8359,105.2577783,102.5034049,0.2272685901,44.34168969,9057,103.1649619,0.9229325384,0.6978627484,384.186,343.0473248,156.5,113,106,0.09708815591,0.009693213491,0.1043991043,-0.2182742462,2.068924978,1664.258708
1480,2,197,18.62096453,14.15267534,0.6498764541,18.32816555,238,15.83755632,0.8277310924,0.5863095238,57.66,58.07851812,67.5,21,16,4.113423971,0.06314105406,4.546594351,-0.4490947474,1.911493549,564479.0118
1482,1,5126,96.2281543,82.65636116,0.5120387566,0.3346510367,6938,80.78753559,0.7388296339,0.4755102041,516.378,323.2505519,206.5,110,98,0.3033325726,0.02767837837,0.2714739599,0.4820381206,2.269413806,4724.169953
1482,2,1817,75.11635515,34.68825784,0.886987373,0.445998114,2115,48.09860968,0.8591016548,0.7117117117,190.19,178.7766027,130.5,69,37,0.6619142773,0.02079062174,0.6574571867,0.1781883271,2.372032561,37984.21138
1482,3,377,67.76401121,20.24155624,0.9543449991,-26.85035942,1003,21.90916038,0.3758723829,0.1870967742,178.661,149.8207556,78.5,65,31,2.379612502,0.04564300881,2.451586235,-0.06567761194,1.88592543,146272.6094
1498,1,897,47.31893985,28.74455463,0.7943471743,21.63224536,1278,33.79490896,0.7018779343,0.5022396417,159.971,135.2796639,106.5,47,38,0.320188763,0.02959025577,0.3373808246,-0.2243699399,2.129686568,1632.161621
1498,2,798,73.31201811,19.03418914,0.9657074703,-10.3394053,1288,31.87546324,0.6195652174,0.4191176471,186.394,160.5459643,118.5,68,28,0.8408499993,0.03137209309,0.7384113735,0.4955237456,2.326643516,7063.669434
1498,3,218,18.29525808,16.59980719,0.4204226206,2.939907783,282,16.66031875,0.7730496454,0.5265700483,64.764,63.8621686,42.5,23,18,1.382522912,0.06002286122,1.460419245,-0.08626749967,2.1535439,15382.80843
1536,1,422,27.84086956,20.11484483,0.6913778059,-35.47997396,493,23.17988542,0.8559837728,0.624260355,85.481,81.50812649,75.5,26,26,0.4955892972,0.04314085174,0.4823293855,0.03909322977,2.047175107,1538.595002
1536,2,210,24.40404724,14.13790942,0.8150956351,-59.00611209,324,16.35176762,0.6481481481,0.4150197628,72.695,69.45207977,42.5,23,22,0.8850592942,0.0611554679,0.9513558133,-0.309837917,2.050388401,4311.053711
1544,1,1942,75.77671509,64.04514782,0.5344779402,77.24705434,4692,49.72555878,0.4138959932,0.2574231177,520.796,265.395109,104.5,82,92,0.794028529,0.02011038236,0.7932774777,0.04794528992,2.126273831,21078.76758
1544,2,184,18.23405536,13.73954917,0.657436061,-50.01587092,215,15.30607971,0.8558139535,0.5696594427,53.666,54.02154229,133.5,19,17,0.6153858966,0.09239554404,0.6533351574,-0.2850170595,2.052534178,1347.743248
1612,1,407,28.6540113,24.75941499,0.5033510918,75.95024345,735,22.76419326,0.5537414966,0.486260454,137.318,104.8345535,41.5,31,27,0.7126232346,0.04392863778,0.7151064134,-0.0954089142,2.192713505,3142.697998
1612,2,263,24.73938204,15.12054708,0.7914812852,-40.67806257,354,18.29923496,0.7429378531,0.4638447972,77.749,73.64527198,85.5,27,21,0.6680039925,0.1221946153,0.6912371291,-0.05720299937,2.203660268,1966.016235
1646,1,4229,101.5953347,55.7524421,0.8359735691,-50.95805729,4839,73.37935701,0.8739408969,0.5403782264,299.756,274.2085044,108.5,86,91,0.6697268448,0.01362781088,0.6955525737,0.003273681325,2.220096304,146170.4522
1646,2,462,31.1941324,26.22712181,0.5413909212,31.3420889,739,24.25359086,0.6251691475,0.4,118.405,103.8218165,136.5,33,35,0.6991865997,0.04123100805,0.7375626942,-0.1517126403,2.06120177,4055.673584
1657,1,2919,77.43310365,50.04420223,0.7630923114,-60.4678232,3380,60.96381083,0.8636094675,0.608125,239.837,215.4535264,96.5,64,75,0.6419951678,0.01640317405,0.6796933811,-0.1998592743,2.124611571,89674.4061
1657,2,868,49.9666252,40.56706287,0.5838199141,-87.95365336,2010,33.24412617,0.431840796,0.3338461538,304.054,165.3607564,144.5,50,52,0.7873320181,0.1504025094,0.8093835271,-0.05527290268,2.189908329,7186.765137
1672,1,563,39.76811935,22.58317399,0.8231173528,-67.33793906,888,26.77375326,0.634009009,0.4139705882,143.406,114.5114821,89.5,34,40,0.6862076752,0.03735001179,0.6733369133,0.07481293777,2.157847461,5186.283691
1672,2,242,34.45476852,16.71532217,0.8744375274,-64.85153662,483,17.55346034,0.5010351967,0.300248139,110.392,87.28313566,173.5,26,31,0.7762256157,0.05696882442,0.7600589176,0.3374037078,2.491007916,1247.097168
1772,1,975,38.43968198,34.47647029,0.4422376571,-75.6431648,1264,35.2336282,0.7713607595,0.5404656319,154.397,131.1888236,64.5,41,44,0.6465203799,0.02838197629,0.692892344,-0.3476146126,1.991848878,21223.02917
1772,2,402,48.10251466,14.4620086,0.9537346239,0.3581925414,617,22.62393195,0.6515397083,0.4077079108,130.702,126.3658513,144.5,58,17,0.9099901921,0.0442009816,0.8126251595,0.5289933954,2.458380458,2632.973145
1781,1,4567,104.9734164,79.39815165,0.6541505513,-57.17463156,7551,76.25539326,0.6048205536,0.3550217662,441.862,359.8776721,165.5,134,96,0.7683624604,0.01311382654,0.7616187118,0.2148381999,2.326106513,136262.6094
1781,2,719,66.36558476,33.70601589,0.8614254958,-14.91741183,1647,30.25655685,0.4365513054,0.3036317568,260,159.9665102,168.5,64,37,0.7918919109,0.5958297391,0.7338443504,0.4332700234,2.582189911,5067.960938
1781,3,679,45.56742363,21.0532604,0.8868672264,4.816120498,912,29.40288508,0.7445175439,0.5432,136.724,123.4692361,235.5,50,25,0.7187830628,0.03401026795,0.7011396356,0.2220822984,2.192899667,7331.616211
1781,4,235,25.6099185,14.50193817,0.8242249123,-13.48204863,311,17.29772508,0.7556270096,0.493697479,75.665,72.0461946,220.5,28,17,0.7002545463,0.2890553513,0.703302024,0.1816198017,2.317085264,1549.557739
1842,1,6443,194.6461411,59.47602432,0.9521729072,-12.13285274,10715,90.5730776,0.6013065796,0.406703699,638.846,439.9526029,213.5,178,89,0.1576566559,0.01104080844,0.1569193714,-0.03439223816,2.07329645,2105.029541
1842,2,1000,48.16628675,33.78604065,0.7127227774,-1.837128076,1628,35.68248232,0.6142506143,0.422832981,229.401,149.6379589,151.5,55,43,1.925767579,0.02802495608,1.73777327,0.4971497703,2.45089664,150298.7969
1842,3,565,35.60300206,22.90758729,0.7655156328,-47.55567067,853,26.82126661,0.6623681125,0.4306402439,131.613,117.784668,147.5,32,41,0.9044011808,0.03728384697,0.9320961743,-0.03364245654,2.221152424,10976.8623
1842,4,296,28.49048811,16.89241694,0.8052655894,81.70672026,515,19.41336924,0.5747572816,0.3523809524,106.529,90.14588797,161.5,28,30,0.9988609186,0.05151089374,1.015953629,0.2024277472,2.498866898,6163.377441
1847,1,391,30.70971838,21.62650851,0.7099782517,89.07677196,612,22.31225363,0.6388888889,0.3957489879,107.67,97.42200601,80.5,26,38,0.5250657502,0.1002170383,0.5378210646,0.06608288849,2.221345634,1861.142822
1847,2,387,41.87902467,14.46975865,0.938413865,63.3970351,536,22.19783106,0.7220149254,0.406512605,100.26,96.53984865,106.5,28,34,0.7145458328,0.04504944637,0.7388658568,0.133966578,2.419058943,3696.18042
1847,3,252,25.59954844,13.41462296,0.8517072182,-49.06428246,283,17.91246396,0.890459364,0.5454545455,64.169,66.50903886,63.5,21,22,0.9153576276,0.05582704881,0.8374057321,0.3448835693,2.218612293,6338.948577
1852,1,15904,575.2170815,41.58375885,0.9973834895,1.005792261,20988,142.3010953,0.7577663427,0.6286166008,1411.632,1119.84844,605.5,550,46,0.09655048247,0.009938177633,0.09962961272,0.01585194241,2.196522136,1423.352905
1852,2,248,25.64320794,19.16616218,0.6643555207,-13.54688205,488,17.76973289,0.5081967213,0.3636363636,105.926,87.01854987,46.5,31,22,10.19323913,0.05627546604,8.836861012,0.6308994535,2.492475255,382818.125
1888,1,7781,175.3965717,82.8979238,0.8812602217,38.24995286,13997,99.53430011,0.5559048368,0.3256738657,1032.839,480.6304241,258.5,181,132,0.1719545981,0.01420830368,0.1844345088,-0.2827931121,1.974390842,6240.606934
1888,2,1062,54.63036677,35.58548686,0.7587460348,-74.61834563,1787,36.77200561,0.5942921097,0.4359605911,221.313,163.2200074,320.5,42,58,2.04242199,0.02719460044,1.916013518,0.401321271,2.430624977,159850.4844
1888,3,551,31.23513388,24.73706111,0.6105694672,55.21774664,648,26.48688334,0.850308642,0.5554435484,103.089,97.85578616,83.5,32,31,0.4409976324,0.05339297735,0.4561897985,-0.08884303209,2.161426958,2503.849345
1888,4,231,20.77198597,18.05857276,0.4941590649,-49.07867916,378,17.14987857,0.6111111111,0.4074074074,88.98,74.55417712,261.5,27,21,1.537636765,0.0824620161,1.530553665,0.04788896128,2.132596716,25464.17925
1921,1,4959,107.8807062,67.74064789,0.7782764322,-19.18137258,6716,79.46065002,0.738385944,0.5348360656,429.73,324.5220954,162.5,122,76,0.115583142,0.01258484545,0.1239463533,-0.2035462999,2.031214595,942.3126221
1921,2,158,17.34663012,13.305399,0.6416103205,48.13919145,195,14.1835062,0.8102564103,0.5163398693,53.624,54.34833693,29.5,18,17,3.998337887,0.0705044286,4.147194908,0.09631704731,2.187862351,349457.415
1923,1,2041,98.04331886,54.08067013,0.8341089355,-18.83016352,5452,50.97726857,0.3743580337,0.2745493678,414.013,310.9521566,189.5,126,59,0.4699827611,0.04386402097,0.4170543503,0.4896682153,2.225220841,495.1255188
1923,2,228,88.9777848,14.01844338,0.9875110232,-7.039217648,927,17.03815178,0.2459546926,0.1480519481,171.284,159.6069561,70.5,70,22,1.538136886,0.1312388812,1.370174145,0.4814255112,2.198174999,619.8312988
1923,3,191,70.36093991,12.1531973,0.984969829,25.13447896,753,15.59451035,0.2536520584,0.09784836066,149.526,143.4611639,61.5,61,32,3.205954014,0.06412512978,3.144747622,0.3056363366,2.546163158,36959.14844
1930,1,2329,69.30992989,50.63139468,0.6829051195,87.11948618,3207,54.45525594,0.7262238853,0.546713615,258.513,210.137412,89.5,60,71,0.6521838064,0.02597019402,0.683415907,-0.1300429032,2.060122445,42619.92969
1930,2,1311,58.41758325,38.95908202,0.7451411639,4.647815991,1974,40.85605271,0.6641337386,0.4482051282,223.083,171.5899599,178.5,65,45,0.4496697155,0.02447617755,0.422524335,0.3222760299,2.294167288,2833.876709
1930,3,369,38.50979103,22.11317478,0.8186995352,56.10301036,674,21.67545598,0.5474777448,0.3253968254,121.34,113.5191913,141.5,27,42,0.4922658127,0.2306756547,0.4749902447,0.1409725998,2.011758946,610.4860229
1930,4,156,27.26920649,13.7357604,0.8638730605,-23.93354085,279,14.09345128,0.5591397849,0.3421052632,77.128,67.10803723,108.5,24,19,2.006955235,0.1003454395,1.998109272,0.05907126857,2.150719004,16589.72266
1960,1,1209,60.90684896,29.17114799,0.8778438605,-3.438404423,1721,39.23450789,0.7024985474,0.4600456621,204.788,175.320498,113.5,73,36,0.3631844652,0.02548776711,0.3622492333,0.3084379756,2.766655669,1296.479736
1960,2,258,33.06656076,16.93972316,0.858811539,-31.99188204,490,18.12445317,0.5265306122,0.3771929825,121.638,92.85399732,52.5,36,19,1.603096278,0.05517407841,1.538951333,0.3342528898,2.457933354,16395.81641
1972,1,584,42.09046845,20.61610438,0.8718322486,15.99210634,759,27.2685147,0.7694334651,0.507826087,122.267,114.9952376,57.5,46,25,0.7124066325,0.03667233111,0.700623902,0.2632832552,2.308740932,6011.379395
1972,2,359,23.38706456,19.91778996,0.5240972922,-83.40622375,390,21.37973331,0.9205128205,0.6799242424,69.586,71.76210095,131.5,22,24,0.6140342893,0.06614739022,0.674573667,-0.4302411721,1.98385736,4144.546108
2000,1,468,41.9765388,18.6808064,0.8955158109,80.95153966,672,24.41057367,0.6964285714,0.6023166023,120.009,103.0660807,48.5,21,37,0.7082806854,0.04096585412,0.6781055448,0.2019892271,2.156424963,3827.275635
2000,2,168,16.44108346,13.67316766,0.5553055797,-29.83526135,194,14.62546558,0.8659793814,0.6315789474,52.243,52.63599078,76.5,19,14,0.6212220022,0.8914864786,0.680302956,-0.2677895868,2.097145009,1247.212283
2010,1,1723,52.21208425,45.9747565,0.4739744111,-0.2043147676,2019,46.83793052,0.8533927687,0.5538412086,180.862,170.0213878,91.5,61,51,0.6479462723,0.02135021742,0.7058499413,-0.3033328284,2.014694871,48208.52467
2010,2,727,63.92210247,33.51472202,0.8515301192,65.55643946,1643,30.42441699,0.4424832623,0.285321821,254.236,153.4497319,135.5,49,52,0.7609776817,0.3674791827,0.7260853032,0.226330644,2.238065791,5157.872559
2077,1,316,23.83968017,19.23742043,0.5906203006,72.39944415,479,20.05850683,0.6597077244,0.487654321,90.063,83.10156681,39.5,24,27,0.6738953413,0.04985415957,0.7258875201,-0.1961699855,2.108292305,3367.001926
2077,2,194,18.51370354,13.60293553,0.6783384732,-5.471812452,200,15.71650316,0.97,0.8290598291,48.943,52.5602461,57.5,18,13,0.6066684981,0.06362738515,0.6642894033,-0.3183815919,2.053170249,1431.780852
2089,1,508,43.99422012,28.14480859,0.7685924126,-34.90082271,1078,25.43237481,0.4712430427,0.2728249194,206.765,126.8929814,67.5,49,38,0.7627703588,0.5348092975,0.7481132898,0.2071499137,2.350393392,3459.206055
2089,2,173,20.26294045,14.00049122,0.7229113943,-22.65231814,272,14.84151075,0.6360294118,0.3914027149,70.959,65.02245342,137.5,26,17,0.7120572161,0.06737858545,0.7288108341,0.05305005425,2.303824146,1028.628662
2100,1,833,43.09322178,29.95613865,0.718867283,-20.45370719,1197,32.56698544,0.6959064327,0.4885630499,172.749,141.1172632,85.5,55,31,0.2616760266,0.03070594304,0.283094807,-0.3129001994,2.072556492,1011.113525
2100,2,155,16.44398382,12.43744482,0.6541645155,-43.84719576,169,14.04820734,0.9171597633,0.6919642857,45.304,48.408002,47.5,16,14,1.652685717,0.07118345963,1.714324723,0.1121977153,2.395309174,14448.18461
2172,1,360,42.23917236,19.9450411,0.8814951957,-5.088591015,778,21.40948939,0.4627249357,0.3512195122,134.284,112.4876817,58.5,41,25,0.459076703,0.04670826014,0.5052270807,-0.4059952542,1.998914437,1525.351807
2172,2,287,21.13732038,17.93854544,0.5289275855,33.17838746,308,19.11595536,0.9318181818,0.6866028708,62.614,65.60856224,75.5,22,19,0.9021779267,0.2615616068,0.8877695322,0.3095513107,2.489135229,5092.521691
2172,3,207,17.67170889,15.47157997,0.4832182371,-89.29577218,224,16.23454914,0.9241071429,0.8117647059,53.235,55.16876114,55.5,15,17,0.7253426434,0.06159702936,0.8031270039,-0.3790639415,1.996750169,3361.504139
2180,1,1175,54.47915135,35.0495546,0.7655661339,2.269987466,1631,38.67888914,0.7204169221,0.4707532051,182.4,162.9199515,84.5,64,39,0.7102279543,0.02585389659,0.6999676915,0.08866764533,2.119287313,16624.20117
2180,2,256,23.04907324,15.48542046,0.7406911446,-88.52527973,344,18.05406667,0.7441860465,0.4923076923,74.531,70.05403455,95.5,20,26,0.6477681039,0.05538918284,0.6692700427,-0.1135588785,2.194856645,1960.850708
